City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Tuban,-6.8976,112.0649,298.54,85,100,7.13,ID,1612117611
358,Wuwei,37.9281,102.6414,269.2,67,0,2.52,CN,1612117612
359,Bud,39.447,-86.1758,275.37,98,100,2.66,US,1612117613
360,Saldanha,-33.0117,17.9442,292.31,89,41,2.87,ZA,1612117613
361,Mayumba,-3.432,10.6554,299.72,83,44,2.69,GA,1612117613
362,Seminole,28.7086,-81.2081,299.15,44,1,7.2,US,1612117613
363,Carora,10.1755,-70.0827,306.78,33,70,8.18,VE,1612117613
364,Ileza,61.0533,43.9002,266.68,98,100,2.2,RU,1612117613
365,Ancud,-41.8697,-73.8203,294.15,43,0,3.09,CL,1612117614
366,Zaysan,47.4667,84.8667,256.99,85,37,0.61,KZ,1612117614
367,Port Hardy,50.6996,-127.4199,280.15,87,75,2.57,CA,1612117614
368,Angoram,-4.0625,144.0661,296.4,98,100,1.9,PG,1612117614
369,Buala,-8.145,159.5921,300.32,81,99,6.05,SB,1612117614
370,Hailar,49.2,119.7,243.1,85,98,4.07,CN,1612117615
371,Provideniya,64.3833,-173.3,251.18,87,100,10.64,RU,1612117317
372,Kiruna,67.8557,20.2251,264.15,92,90,5.14,SE,1612117615
373,San Ramon,37.7799,-121.978,287.59,62,1,2.57,US,1612117615
374,Sørland,67.667,12.6934,273.15,59,40,4.12,NO,1612117333
375,Borgarnes,64.5383,-21.9206,271.15,59,0,5.66,IS,1612117616
376,Zhigansk,66.7697,123.3711,230.41,75,23,1.48,RU,1612117443
377,Abonnema,4.7084,6.7931,304.15,62,20,3.09,NG,1612117616
378,Ledyard Center,41.4398,-72.0142,268.71,45,1,2.06,US,1612117616
379,Vienna,48.2085,16.3721,273.71,80,75,1.03,AT,1612117377
380,Manokwari,-0.8667,134.0833,298.82,80,100,3.74,ID,1612117616
381,Byron Bay,-28.65,153.6167,295.15,73,40,2.57,AU,1612117617
382,Kavaratti,10.5669,72.642,300.66,74,0,3.63,IN,1612117416
383,West Fargo,46.875,-96.9004,270.15,80,90,4.12,US,1612117355
384,Daru,-9.0763,143.2092,298.81,87,98,4.96,PG,1612117617
385,Mikhaylovka,50.06,43.2379,275.93,86,100,6.71,RU,1612117617
386,College,64.8569,-147.8028,252.59,77,90,0.11,US,1612117580
387,Calama,-22.4667,-68.9333,298.15,9,0,10.29,CL,1612117446
388,Burnie,-41.0667,145.9167,288.74,88,53,1.99,AU,1612117618
389,Sovetskiy,61.3614,63.5842,253.81,93,79,2.47,RU,1612117618
390,Laas,46.6166,10.7002,275.37,74,0,2.57,IT,1612117618
391,Riohacha,11.5444,-72.9072,304.0,52,92,9.68,CO,1612117611
392,Havre-St-Pierre,50.2334,-63.5986,270.15,54,20,4.63,CA,1612117618
393,Iqaluit,63.7506,-68.5145,252.15,71,75,1.03,CA,1612117369
394,Chiredzi,-21.05,31.6667,298.59,72,51,3.32,ZW,1612117619
395,Abnūb,27.2696,31.1511,291.15,42,0,2.81,EG,1612117619
396,Nioro,13.35,-15.75,310.59,8,66,3.33,GM,1612117619
397,Setermoen,68.861,18.3486,258.15,92,75,1.03,NO,1612117619
398,Terrace,54.5163,-128.6035,269.15,86,90,9.26,CA,1612117619
399,Bambanglipuro,-7.95,110.2833,298.64,82,100,1.72,ID,1612117619
400,Porto Belo,-27.1578,-48.5531,306.15,49,0,3.09,BR,1612117620
401,Pyshchug,58.8873,45.7134,272.29,99,100,5.64,RU,1612117620
402,Kalmunai,7.4167,81.8167,298.07,88,1,2.89,LK,1612117620
403,Manono,-7.3,27.4167,296.26,93,100,1.21,CD,1612117620
404,Taltal,-25.4,-70.4833,295.38,58,12,2.54,CL,1612117620
405,Yerofey Pavlovich,53.9667,121.9667,239.45,80,99,0.95,RU,1612117621
406,Hobyo,5.3505,48.5268,297.79,74,42,7.21,SO,1612117621
407,Wąbrzeźno,53.2799,18.9477,271.48,82,37,0.89,PL,1612117621
408,Hanzhong,33.0728,107.0303,281.45,51,95,1.18,CN,1612117621
409,Lao Cai,22.4833,103.95,289.46,84,99,0.23,VN,1612117621
410,Isla Mujeres,21.2311,-86.731,300.15,69,75,6.17,MX,1612117452
411,Hirara,24.8,125.2833,292.94,69,55,7.8,JP,1612117622
412,Bukama,-9.2,25.85,295.64,88,100,0.64,CD,1612117622
413,Ōfunato,39.0717,141.7167,269.09,92,16,3.14,JP,1612117622
414,Thunder Bay,48.4001,-89.3168,272.59,93,90,5.66,CA,1612117549
415,Verkhnyaya Inta,65.9811,60.3094,259.83,91,70,2.43,RU,1612117623
416,Clyde River,70.4692,-68.5914,252.15,77,1,2.06,CA,1612117623
417,Puerto Ayacucho,5.6639,-67.6236,307.36,46,43,2.91,VE,1612117623
418,Maniitsoq,65.4167,-52.9,263.36,74,0,2.69,GL,1612117623
419,Batagay,67.6333,134.6333,227.9,76,83,0.35,RU,1612117624
420,Puerto Carreño,6.189,-67.4859,307.35,42,86,5.39,CO,1612117624
421,Dubrovnik,42.6481,18.0922,283.15,93,75,2.57,HR,1612117624
422,Jalu,29.0331,21.5482,292.51,25,0,4.75,LY,1612117624
423,Gazojak,41.1875,61.4036,277.65,68,87,1.44,TM,1612117624
424,Potrero del Llano,21.05,-97.6833,300.15,57,20,5.14,MX,1612117624
425,Bandarbeyla,9.4942,50.8122,296.87,68,0,7.8,SO,1612117625
426,Wanaka,-44.7,169.15,284.85,61,100,0.62,NZ,1612117625
427,Omboué,-1.5746,9.2618,298.9,85,89,1.91,GA,1612117625
428,Zapolyarnyy,69.4154,30.8136,265.15,86,0,2.57,RU,1612117625
429,Metro,-5.1131,105.3067,297.17,91,100,1.97,ID,1612117625
430,Mezhdurechensk,53.6942,88.0603,255.95,87,69,1.71,RU,1612117626
431,Vilyuysk,63.7553,121.6247,229.54,77,84,2.39,RU,1612117626
432,Doha,25.2867,51.5333,291.15,55,0,4.63,QA,1612117487
433,Marawi,7.9986,124.2928,297.04,91,100,0.55,PH,1612117626
434,Saint-Joseph,-21.3667,55.6167,300.15,65,0,3.6,RE,1612117626
435,Port-Cartier,50.0334,-66.8654,271.15,54,4,3.6,CA,1612117626
436,Teacapan,22.55,-105.75,300.09,41,0,2.65,MX,1612117627
437,Kholodnyy,62.7167,147.95,240.36,81,100,1.94,RU,1612117627
438,Clarence Town,-32.5833,151.7833,295.15,94,90,2.57,AU,1612117628
439,Kysyl-Syr,63.8986,122.7617,229.63,76,91,2.63,RU,1612117628
440,Trivandrum,8.4833,76.9167,302.15,70,40,1.27,IN,1612117628
441,Carballo,43.213,-8.691,287.04,83,100,5.81,ES,1612117628
442,Nhulunbuy,-12.2333,136.7667,298.15,94,66,2.06,AU,1612117628
443,Iquitos,-3.7481,-73.2472,298.15,88,75,2.57,PE,1612117459
444,Ossett,53.6798,-1.5801,275.93,71,100,0.45,GB,1612117629
445,Maceió,-9.6658,-35.7353,303.15,66,40,5.66,BR,1612117629
446,Sabha,27.0377,14.4283,291.01,24,0,4.25,LY,1612117388
447,Puerto Escondido,15.85,-97.0667,303.15,70,20,3.6,MX,1612117629
448,Romny,50.751,33.4747,266.63,97,42,3.33,UA,1612117629
449,Saint-Leu,-21.15,55.2833,300.15,65,0,3.6,RE,1612117630
450,Glencoe,-28.1783,30.147,293.3,86,31,2.89,ZA,1612117630
451,Sibolga,1.7427,98.7792,297.14,81,92,2.17,ID,1612117630
452,Hämeenlinna,60.996,24.4643,265.93,92,90,1.54,FI,1612117631
453,Codajás,-3.8367,-62.0569,304.06,65,12,2.44,BR,1612117631
454,Mugur-Aksy,50.35,90.5,258.69,66,51,1.32,RU,1612117631
455,Luleå,65.5842,22.1547,263.15,92,90,2.06,SE,1612117631
456,Padang,-0.9492,100.3543,298.49,78,97,2.03,ID,1612117424
457,Avilés,43.5547,-5.9248,290.93,67,75,11.32,ES,1612117632
458,Zhangye,38.9342,100.4517,267.88,68,0,2.15,CN,1612117632
459,Caceres,39.522,-6.3748,287.04,91,93,3.58,ES,1612117493
460,Nuuk,64.1835,-51.7216,264.15,86,20,5.66,GL,1612117528
461,Aykhal,66.0,111.5,233.54,79,100,4.35,RU,1612117632
462,Yumen,40.2833,97.2,268.49,66,0,3.84,CN,1612117632
463,Nísia Floresta,-6.0911,-35.2086,303.15,62,20,8.75,BR,1612117633
464,Houma,29.5958,-90.7195,297.59,60,1,7.2,US,1612117633
465,Bom Jesus,-9.0744,-44.3586,307.92,32,34,2.86,BR,1612117633
466,Ankazobe,-18.3167,47.1167,293.15,88,40,4.12,MG,1612117633
467,Hāgere Hiywet,8.9833,37.85,289.44,31,35,3.79,ET,1612117633
468,Wah,33.798,72.6957,283.44,45,72,1.52,PK,1612117633
469,Saint-Felix-de-Valois,46.1668,-73.4324,259.15,51,0,1.03,CA,1612117634
470,Morondava,-20.2833,44.2833,301.84,70,54,3.18,MG,1612117634
471,Adeje,28.1227,-16.726,294.26,64,0,7.2,ES,1612117634
472,Nipawin,53.3668,-104.0009,262.15,92,90,1.54,CA,1612117394
473,Katsuura,35.1333,140.3,279.15,42,75,3.6,JP,1612117634
474,Goderich,43.7501,-81.7165,270.15,68,100,8.75,CA,1612117635
475,Touros,-5.1989,-35.4608,303.15,54,20,7.2,BR,1612117635
476,Birao,10.2849,22.7882,299.98,17,0,2.47,CF,1612117635
477,Ullapool,57.8987,-5.1604,272.59,91,90,0.89,GB,1612117635
478,Qaqortoq,60.7167,-46.0333,277.15,30,75,11.83,GL,1612117635
479,Stromness,58.965,-3.296,273.15,86,40,2.06,GB,1612117636
480,Fort Nelson,58.8053,-122.7002,247.15,76,75,1.03,CA,1612117636
481,Russell,32.3502,-85.1999,291.15,88,75,2.06,US,1612117364
482,Morgan City,29.6994,-91.2068,295.15,53,1,6.69,US,1612117573
483,Petropavlovsk-Kamchatskiy,53.0452,158.6483,264.15,67,77,3.0,RU,1612117636
484,Vila Velha,-20.3297,-40.2925,304.82,62,20,9.26,BR,1612117342
485,Belmonte,-15.8631,-38.8828,303.15,70,40,3.09,BR,1612117637
486,Puerto López,4.0845,-72.956,309.06,31,74,4.48,CO,1612117637
487,Guerrero Negro,27.9769,-114.0611,291.5,35,92,0.65,MX,1612117607
488,Andapa,-14.65,49.65,294.27,90,18,0.28,MG,1612117637
489,Kathmandu,27.7167,85.3167,280.15,76,20,1.54,NP,1612117633
490,Mława,53.1128,20.3841,270.15,74,75,5.66,PL,1612117637
491,Xinan,26.72,119.8556,286.37,87,0,2.97,CN,1612117638
492,Dzaoudzi,-12.7887,45.2699,301.15,74,0,3.09,YT,1612117638
493,Katherine,-14.4667,132.2667,298.15,88,99,2.57,AU,1612117638
494,Horadiz,39.4488,47.3353,279.15,81,0,2.06,AZ,1612117638
495,Nakamura,32.9833,132.9333,278.09,82,0,1.26,JP,1612117638
496,San Antonio,29.4241,-98.4936,294.15,26,1,7.2,US,1612117451
497,São José da Coroa Grande,-8.8978,-35.1478,301.25,69,47,5.34,BR,1612117639
498,Puerto del Rosario,28.5004,-13.8627,295.15,56,0,5.14,ES,1612117639
499,Nadym,65.5333,72.5167,253.59,92,100,3.2,RU,1612117451
500,Logan Lake,50.4998,-120.8025,277.59,75,75,4.63,CA,1612117639
501,Fare,-16.7,-151.0167,300.4,74,98,5.1,PF,1612117639
502,Anju,39.6178,125.6647,275.51,95,100,2.7,KP,1612117639
503,Antsohihy,-14.8796,47.9875,298.41,91,89,0.86,MG,1612117640
504,São Gabriel da Cachoeira,-0.1303,-67.0892,302.88,75,77,0.78,BR,1612117523
505,Río Gallegos,-51.6226,-69.2181,297.15,17,0,9.77,AR,1612117640
506,Taunggyi,20.7833,97.0333,283.47,62,21,1.33,MM,1612117640
507,Sabadell,41.5433,2.1094,289.26,58,0,3.6,ES,1612117640
508,Dakoro,14.5106,6.765,295.92,18,7,2.42,NE,1612117640
509,Inta,66.0317,60.1659,260.16,91,69,2.66,RU,1612117641
510,Fukuechō,32.6881,128.8419,287.72,71,74,10.93,JP,1612117641
511,Nelson Bay,-32.7167,152.15,295.15,94,90,2.57,AU,1612117641
512,Ilulissat,69.2167,-51.1,260.15,52,90,9.77,GL,1612117641
513,Ixtapa,20.7,-105.2,298.15,57,1,2.57,MX,1612117641
514,Kulhudhuffushi,6.6221,73.07,301.01,73,31,4.02,MV,1612117641
515,Upata,8.0086,-62.3989,302.74,56,77,4.1,VE,1612117641
516,Galle,6.0367,80.217,297.27,87,34,1.5,LK,1612117642
517,Ōhara,35.25,140.3833,279.15,55,75,4.12,JP,1612117642
518,Itarema,-2.9248,-39.9167,303.63,62,93,7.6,BR,1612117642
519,Zaria,11.1113,7.7227,299.37,17,15,4.62,NG,1612117642
520,Maykop,44.6078,40.1058,279.47,81,97,1.76,RU,1612117642
521,Tessalit,20.1986,1.0114,295.4,16,56,4.32,ML,1612117642
522,Shchors,51.8186,31.945,265.73,96,27,4.14,UA,1612117643
523,Turukhansk,65.8167,87.9833,247.26,83,100,4.81,RU,1612117643
